iso3,year,threshold,hansen_loss_ha,protected_loss_ha,viirs_fire_count,viirs_fire_unique_pxday,hansen_gain_2000_2012_ha,fao_forest_area_kha,fao_forest_area_ha,fao_net_change_ha,fao_source,protected_loss_share,discrepancy_ratio,gdp_per_capita_ppp_const2017,agriculture_value_added_share_gdp_pct
CHL,2015,50,95856.99411421016,4983.102085267473,45.0,45.0,1413695.3229080955,18217.09,18217090.0,,FRA2025_PCHIP,0.05198475219586258,,25182.66555742195,3.83
CHL,2016,10,116649.53426760004,3278.5217448428966,231.0,231.0,1411718.1787578785,18214.761270201125,18214761.270201124,-2328.729798875749,FRA2025_PCHIP,0.028105742259731607,50.09148520533187,25395.84477459406,3.872
CHL,2016,30,111672.60953310021,3238.962718181754,209.5,209.5,1411718.1787578785,18214.761270201125,18214761.270201124,-2328.729798875749,FRA2025_PCHIP,0.029004092693130024,47.9543009184719,25395.84477459406,3.872
CHL,2016,50,101200.74947685549,3146.430115076544,185.5,185.5,1411718.1787578785,18214.761270201125,18214761.270201124,-2328.729798875749,FRA2025_PCHIP,0.03109097641412359,43.45748893912579,25395.84477459406,3.872
CHL,2017,10,223533.44643577895,4253.185728695516,168.0,168.0,1414216.2586051635,18208.87301060337,18208873.01060337,-5888.259597755969,FRA2025_PCHIP,0.019027066403315418,37.96256648075913,25609.02399176617,3.914
CHL,2017,30,209975.47769894262,3936.7282696983502,154.5,154.5,1414216.2586051635,18208.87301060337,18208873.01060337,-5888.259597755969,FRA2025_PCHIP,0.01874851441149108,35.66002385135411,25609.02399176617,3.914
CHL,2017,50,184021.44405266267,3527.9131329072848,141.5,141.5,1414216.2586051635,18208.87301060337,18208873.01060337,-5888.259597755969,FRA2025_PCHIP,0.019171206655120464,31.252264102417247,25609.02399176617,3.914
CHL,2018,10,78644.06097931422,1656.772760119161,5.0,5.0,1414216.2586051635,18201.07211590505,18201072.11590505,-7800.894698314369,FRA2025_PCHIP,0.02106672442252114,10.081415532542412,25822.20320893828,3.956
CHL,2018,30,74217.2767240133,1604.306567553473,2.5,2.5,1414216.2586051635,18201.07211590505,18201072.11590505,-7800.894698314369,FRA2025_PCHIP,0.021616349162463855,9.513944181306575,25822.20320893828,3.956
CHL,2018,50,65244.91083453131,1491.4984906004681,1.0,1.0,1414216.2586051635,18201.07211590505,18201072.11590505,-7800.894698314369,FRA2025_PCHIP,0.022859997377927023,8.363772792450273,25822.20320893828,3.956
